producto_id,fecha,cantidad_real
1,2022-12-04,0.15363636363636365
1,2022-12-11,0.12958333333333333
1,2022-12-18,0.1491304347826087
1,2022-12-25,0.14904761904761904
1,2022-12-31,0.15
3,2022-01-02,9.0
3,2022-01-09,9.0
3,2022-01-16,4.0
3,2022-01-23,4.0
3,2022-01-30,6.0
3,2022-01-31,8.0
3,2022-02-06,7.0
3,2022-02-13,6.0
3,2022-02-20,6.0
3,2022-02-27,10.0
3,2022-02-28,8.0
3,2022-03-06,8.0
3,2022-03-13,9.0
3,2022-03-20,8.0
3,2022-03-27,11.0
3,2022-03-31,6.0
3,2022-04-03,15.0
3,2022-04-10,14.0
3,2022-04-17,15.0
3,2022-04-24,9.0
3,2022-04-30,13.0
3,2022-05-01,11.0
3,2022-05-08,9.0
3,2022-05-15,12.0
3,2022-05-22,8.0
3,2022-05-29,8.0
3,2022-05-31,9.0
3,2022-06-05,5.0
3,2022-06-12,5.0
3,2022-06-19,7.0
3,2022-06-26,6.0
3,2022-06-30,5.0
3,2022-07-03,6.0
3,2022-07-10,7.0
3,2022-07-17,10.0
3,2022-07-24,9.0
3,2022-07-31,6.25
3,2022-08-07,8.0
3,2022-08-14,7.0
3,2022-08-21,7.0
3,2022-08-28,4.0
3,2022-08-31,11.0
3,2022-09-04,13.0
3,2022-09-11,5.0
3,2022-09-18,4.5
3,2022-09-25,8.0
3,2022-09-30,5.5
3,2022-10-02,5.0
3,2022-10-09,13.0
3,2022-10-16,16.0
3,2022-10-23,6.0
3,2022-10-30,4.5
3,2022-10-31,5.0
3,2022-11-06,6.0
3,2022-11-13,7.0
3,2022-11-20,8.0
3,2022-11-27,4.5
3,2022-11-30,11.0
3,2022-12-04,5.5
3,2022-12-11,5.5
3,2022-12-18,6.0
3,2022-12-25,3.0
3,2022-12-31,4.666666666666667
4,2022-01-02,9.0
4,2022-01-09,10.0
4,2022-01-16,12.0
4,2022-01-23,12.0
4,2022-01-30,8.0
4,2022-01-31,10.0
4,2022-02-06,6.0
4,2022-02-13,14.0
4,2022-02-20,10.0
4,2022-02-27,11.0
4,2022-02-28,15.0
4,2022-03-06,19.0
4,2022-03-13,26.0
4,2022-03-20,24.0
4,2022-03-27,26.0
4,2022-03-31,19.0
4,2022-04-03,30.0
4,2022-04-10,22.0
4,2022-04-17,21.0
4,2022-04-24,17.0
4,2022-04-30,28.0
4,2022-05-01,10.0
4,2022-05-08,22.0
4,2022-05-15,21.0
4,2022-05-22,18.0
4,2022-05-29,14.0
4,2022-05-31,25.0
4,2022-06-05,21.0
4,2022-06-12,15.0
4,2022-06-19,13.0
4,2022-06-26,8.0
4,2022-06-30,14.0
4,2022-07-03,22.0
4,2022-07-10,20.0
4,2022-07-17,9.0
4,2022-07-24,22.0
4,2022-07-31,26.0
4,2022-08-07,17.0
4,2022-08-14,22.0
4,2022-08-21,25.0
4,2022-08-28,18.0
4,2022-08-31,23.0
4,2022-09-04,33.0
4,2022-09-11,18.0
4,2022-09-18,20.0
4,2022-09-25,19.0
4,2022-09-30,20.0
4,2022-10-02,19.0
4,2022-10-09,21.0
4,2022-10-16,19.0
4,2022-10-23,21.0
4,2022-10-30,17.0
4,2022-10-31,19.0
4,2022-11-06,14.0
4,2022-11-13,12.0
4,2022-11-20,16.0
4,2022-11-27,22.0
4,2022-11-30,18.0
4,2022-12-04,14.0
4,2022-12-11,27.0
4,2022-12-18,22.0
4,2022-12-25,20.0
4,2022-12-31,30.0
7,2022-01-02,88.5
7,2022-01-09,89.54545454545455
7,2022-01-16,89.16666666666667
7,2022-01-23,82.27272727272727
7,2022-01-30,83.18181818181819
7,2022-01-31,98.5
7,2022-02-06,99.54545454545455
7,2022-02-13,111.5
7,2022-02-20,86.0
7,2022-02-27,100.0
7,2022-02-28,89.0909090909091
7,2022-03-06,104.16666666666667
7,2022-03-13,99.0909090909091
7,2022-03-20,97.72727272727273
7,2022-03-27,107.27272727272727
7,2022-03-31,110.45454545454545
7,2022-04-03,122.5
7,2022-04-10,116.0
7,2022-04-17,112.72727272727273
7,2022-04-24,97.08333333333333
7,2022-04-30,116.36363636363636
7,2022-05-01,146.5
7,2022-05-08,119.0909090909091
7,2022-05-15,110.9090909090909
7,2022-05-22,110.9090909090909
7,2022-05-29,137.5
7,2022-05-31,123.5
7,2022-06-05,106.5
7,2022-06-12,95.5
7,2022-06-19,101.5
7,2022-06-26,90.0
7,2022-06-30,92.27272727272727
7,2022-07-03,118.33333333333333
7,2022-07-10,100.0
7,2022-07-17,113.18181818181819
7,2022-07-24,124.0
7,2022-07-31,104.5
7,2022-08-07,119.54545454545455
7,2022-08-14,116.36363636363636
7,2022-08-21,124.5
7,2022-08-28,135.0
7,2022-08-31,109.0909090909091
7,2022-09-04,83.63636363636364
7,2022-09-11,111.5
7,2022-09-18,108.0
7,2022-09-25,115.0
7,2022-09-30,91.81818181818181
7,2022-10-02,104.0
7,2022-10-09,125.0
7,2022-10-16,114.5
7,2022-10-23,126.66666666666667
7,2022-10-30,101.36363636363636
7,2022-10-31,104.0909090909091
7,2022-11-06,104.54545454545455
7,2022-11-13,104.0
7,2022-11-20,111.36363636363636
7,2022-11-27,122.0
7,2022-11-30,105.83333333333333
7,2022-12-04,114.0909090909091
7,2022-12-11,120.9090909090909
7,2022-12-18,135.0
7,2022-12-25,154.0
7,2022-12-31,128.63636363636363
8,2022-01-02,2800.0
8,2022-01-09,1200.0
8,2022-01-16,2200.0
8,2022-01-23,2000.0
8,2022-01-30,3800.0
8,2022-01-31,2200.0
8,2022-02-06,2200.0
8,2022-02-13,2400.0
8,2022-02-20,1800.0
8,2022-02-27,2000.0
8,2022-02-28,3800.0
8,2022-03-06,1150.0
8,2022-03-13,975.0
8,2022-03-20,2000.0
8,2022-03-27,1200.0
8,2022-03-31,1600.0
8,2022-04-03,3600.0
8,2022-04-10,3600.0
8,2022-04-17,3600.0
8,2022-04-24,1550.0
8,2022-04-30,3200.0
8,2022-05-01,3000.0
8,2022-05-08,3600.0
8,2022-05-15,3600.0
8,2022-05-22,4200.0
8,2022-05-29,4000.0
8,2022-05-31,3200.0
8,2022-06-05,2600.0
8,2022-06-12,2200.0
8,2022-06-19,3000.0
8,2022-06-26,2600.0
8,2022-06-30,2600.0
8,2022-07-03,3800.0
8,2022-07-10,2000.0
8,2022-07-17,4600.0
8,2022-07-24,3800.0
8,2022-07-31,2800.0
8,2022-08-07,1800.0
8,2022-08-14,3000.0
8,2022-08-21,3800.0
8,2022-08-28,3200.0
8,2022-08-31,5800.0
8,2022-09-04,2200.0
8,2022-09-11,3200.0
8,2022-09-18,3400.0
8,2022-09-25,2600.0
8,2022-09-30,2800.0
8,2022-10-02,4200.0
8,2022-10-09,2800.0
8,2022-10-16,3400.0
8,2022-10-23,5000.0
8,2022-10-30,2800.0
8,2022-10-31,2000.0
8,2022-11-06,2275.0
8,2022-11-13,3800.0
8,2022-11-20,2175.0
8,2022-11-27,1275.0
8,2022-11-30,1675.0
8,2022-12-04,4600.0
8,2022-12-11,1875.0
8,2022-12-18,4200.0
8,2022-12-25,4000.0
8,2022-12-31,3400.0
9,2022-01-02,90.0
9,2022-01-09,30.0
9,2022-01-16,30.0
9,2022-01-30,30.0
9,2022-02-06,30.0
9,2022-02-27,30.0
9,2022-02-28,60.0
9,2022-03-06,90.0
9,2022-03-13,30.0
9,2022-03-20,90.0
9,2022-03-27,90.0
9,2022-03-31,60.0
9,2022-04-17,30.0
9,2022-04-24,90.0
9,2022-05-08,30.0
9,2022-05-15,60.0
9,2022-05-22,30.0
9,2022-06-26,30.0
9,2022-06-30,30.0
9,2022-07-10,60.0
9,2022-07-17,30.0
9,2022-07-24,30.0
9,2022-07-31,30.0
9,2022-08-07,30.0
9,2022-08-14,30.0
9,2022-08-31,60.0
9,2022-09-04,30.0
9,2022-09-30,60.0
9,2022-10-30,30.0
9,2022-10-31,30.0
9,2022-11-06,30.0
9,2022-11-20,60.0
9,2022-11-30,30.0
9,2022-12-04,60.0
9,2022-12-11,30.0
9,2022-12-18,30.0
9,2022-12-31,30.0
10,2022-01-02,937.5
10,2022-01-09,950.0
10,2022-01-16,650.0
10,2022-01-23,583.3333333333334
10,2022-01-30,441.6666666666667
10,2022-01-31,650.0
10,2022-02-06,714.2857142857143
10,2022-02-13,700.0
10,2022-02-20,766.6666666666666
10,2022-02-27,680.0
10,2022-02-28,683.3333333333334
10,2022-03-06,858.3333333333334
10,2022-03-13,625.0
10,2022-03-20,730.0
10,2022-03-27,775.0
10,2022-03-31,920.0
10,2022-04-03,714.2857142857143
10,2022-04-10,1050.0
10,2022-04-17,1662.5
10,2022-04-24,1064.2857142857142
10,2022-04-30,891.6666666666666
10,2022-05-01,1225.0
10,2022-05-08,1216.6666666666667
10,2022-05-15,650.0
10,2022-05-22,1225.0
10,2022-05-29,1075.0
10,2022-05-31,1320.0
10,2022-06-05,866.6666666666666
10,2022-06-12,900.0
10,2022-06-19,970.0
10,2022-06-26,980.0
10,2022-06-30,1033.3333333333333
10,2022-07-03,670.0
10,2022-07-10,700.0
10,2022-07-17,733.3333333333334
10,2022-07-24,1225.0
10,2022-07-31,825.0
10,2022-08-07,600.0
10,2022-08-14,535.7142857142857
10,2022-08-21,883.3333333333334
10,2022-08-28,790.0
10,2022-08-31,630.0
10,2022-09-04,1000.0
10,2022-09-11,870.0
10,2022-09-18,583.3333333333334
10,2022-09-25,870.0
10,2022-09-30,575.0
10,2022-10-02,716.6666666666666
10,2022-10-09,641.6666666666666
10,2022-10-16,1030.0
10,2022-10-23,750.0
10,2022-10-30,442.85714285714283
10,2022-10-31,683.3333333333334
10,2022-11-06,900.0
10,2022-11-13,583.3333333333334
10,2022-11-20,2000.0
10,2022-11-27,1110.0
10,2022-11-30,1060.0
10,2022-12-04,1080.0
10,2022-12-11,780.0
10,2022-12-18,941.6666666666666
10,2022-12-25,1100.0
10,2022-12-31,1258.3333333333333
11,2022-03-06,5600.0
11,2022-03-13,6500.0
11,2022-03-20,5800.0
11,2022-03-27,5700.0
11,2022-03-31,5200.0
11,2022-04-03,13600.0
11,2022-04-10,13200.0
11,2022-04-17,13900.0
11,2022-04-24,14500.0
11,2022-04-30,12200.0
12,2022-01-02,744.0
12,2022-01-09,822.5
12,2022-01-16,528.3333333333334
12,2022-01-23,867.5
12,2022-01-30,709.0
12,2022-01-31,671.25
12,2022-02-06,833.0
12,2022-02-13,838.0
12,2022-02-20,825.0
12,2022-02-27,947.5
12,2022-02-28,848.0
12,2022-03-06,867.5
12,2022-03-13,545.0
12,2022-03-20,931.6666666666666
12,2022-03-27,810.0
12,2022-03-31,896.6666666666666
12,2022-04-03,1090.8333333333333
12,2022-04-10,1217.5
12,2022-04-17,685.7142857142857
12,2022-04-24,1019.2857142857143
12,2022-04-30,925.8333333333334
12,2022-05-01,1138.0
12,2022-05-08,784.1666666666666
12,2022-05-15,924.0
12,2022-05-22,1024.1666666666667
12,2022-05-29,853.3333333333334
12,2022-05-31,1058.0
12,2022-06-05,809.1666666666666
12,2022-06-12,829.0
12,2022-06-19,841.0
12,2022-06-26,790.0
12,2022-06-30,754.0
12,2022-07-03,886.0
12,2022-07-10,1019.0
12,2022-07-17,1060.0
12,2022-07-24,1193.0
12,2022-07-31,634.1666666666666
12,2022-08-07,1135.0
12,2022-08-14,1000.0
12,2022-08-21,1101.0
12,2022-08-28,987.0
12,2022-08-31,1267.0
12,2022-09-04,869.0
12,2022-09-11,823.3333333333334
12,2022-09-18,890.0
12,2022-09-25,904.0
12,2022-09-30,881.6666666666666
12,2022-10-02,772.1428571428571
12,2022-10-09,1087.0
12,2022-10-16,1080.0
12,2022-10-23,795.7142857142857
12,2022-10-30,889.2857142857143
12,2022-10-31,790.0
12,2022-11-06,742.8571428571429
12,2022-11-13,577.8571428571429
12,2022-11-20,643.5714285714286
12,2022-11-27,626.4285714285714
12,2022-11-30,772.5
12,2022-12-04,981.6666666666666
12,2022-12-11,773.3333333333334
12,2022-12-18,1017.5
12,2022-12-25,793.5714285714286
12,2022-12-31,985.8333333333334
13,2022-01-02,8700.0
13,2022-01-09,9633.333333333334
13,2022-01-16,12266.666666666666
13,2022-01-23,10633.333333333334
13,2022-01-30,8833.333333333334
13,2022-01-31,9300.0
13,2022-02-06,10100.0
13,2022-02-13,11466.666666666666
13,2022-02-20,7933.333333333333
13,2022-02-27,21450.0
13,2022-02-28,13633.333333333334
13,2022-03-06,15233.333333333334
13,2022-03-13,11700.0
13,2022-03-20,18000.0
13,2022-03-27,11800.0
13,2022-03-31,13200.0
13,2022-04-03,12033.333333333334
13,2022-04-10,8733.333333333334
13,2022-04-17,14633.333333333334
13,2022-04-24,13700.0
13,2022-04-30,16800.0
13,2022-05-01,16700.0
13,2022-05-08,15466.666666666666
13,2022-05-15,20350.0
13,2022-05-22,10566.666666666666
13,2022-05-29,16300.0
13,2022-05-31,11600.0
13,2022-06-05,11200.0
13,2022-06-12,10666.666666666666
13,2022-06-19,17450.0
13,2022-06-26,8466.666666666666
13,2022-06-30,17700.0
13,2022-07-03,12700.0
13,2022-07-10,11433.333333333334
13,2022-07-17,18466.666666666668
13,2022-07-24,12833.333333333334
13,2022-07-31,11066.666666666666
13,2022-08-07,13000.0
13,2022-08-14,14366.666666666666
13,2022-08-21,13966.666666666666
13,2022-08-28,21950.0
13,2022-08-31,13266.666666666666
13,2022-09-04,10266.666666666666
13,2022-09-11,12200.0
13,2022-09-18,10566.666666666666
13,2022-09-25,10600.0
13,2022-09-30,9933.333333333334
13,2022-10-02,7866.666666666667
13,2022-10-09,14166.666666666666
13,2022-10-16,10966.666666666666
13,2022-10-23,10766.666666666666
13,2022-10-30,12933.333333333334
13,2022-10-31,11633.333333333334
13,2022-11-06,12266.666666666666
13,2022-11-13,12866.666666666666
13,2022-11-20,12166.666666666666
13,2022-11-27,13433.333333333334
13,2022-11-30,15000.0
13,2022-12-04,10766.666666666666
13,2022-12-11,13733.333333333334
13,2022-12-18,12933.333333333334
13,2022-12-25,14566.666666666666
13,2022-12-31,15900.0
14,2022-01-02,42.5
14,2022-01-09,35.0
14,2022-01-16,15.0
14,2022-01-23,42.5
14,2022-01-30,25.0
14,2022-01-31,90.0
14,2022-02-06,47.5
14,2022-02-13,20.0
14,2022-02-20,55.0
14,2022-02-27,40.0
14,2022-02-28,60.0
14,2022-03-06,37.5
14,2022-03-13,47.5
14,2022-03-20,32.5
14,2022-03-27,27.5
14,2022-03-31,37.5
14,2022-04-03,47.5
14,2022-04-10,42.5
14,2022-04-17,42.5
14,2022-04-24,17.5
14,2022-04-30,42.5
14,2022-05-01,62.5
14,2022-05-08,52.5
14,2022-05-15,30.0
14,2022-05-22,17.5
14,2022-05-29,57.5
14,2022-05-31,40.0
14,2022-06-05,47.5
14,2022-06-12,45.0
14,2022-06-19,25.0
14,2022-06-26,12.5
14,2022-06-30,50.0
14,2022-07-03,32.5
14,2022-07-10,25.0
14,2022-07-17,20.0
14,2022-07-24,42.5
14,2022-07-31,12.5
14,2022-08-07,52.5
14,2022-08-14,32.5
14,2022-08-21,30.0
14,2022-08-28,27.5
14,2022-08-31,27.5
14,2022-09-04,20.0
14,2022-09-11,35.0
14,2022-09-18,15.0
14,2022-09-25,30.0
14,2022-09-30,35.0
14,2022-10-02,12.5
14,2022-10-09,10.0
14,2022-10-16,15.0
14,2022-10-23,17.5
14,2022-10-30,20.0
14,2022-10-31,15.0
14,2022-11-06,15.0
14,2022-11-13,12.5
14,2022-11-20,20.0
14,2022-11-27,22.5
14,2022-11-30,17.5
14,2022-12-04,10.0
14,2022-12-11,40.0
14,2022-12-18,12.5
14,2022-12-25,10.0
14,2022-12-31,15.0
15,2022-01-02,2000.0
15,2022-01-09,2500.0
15,2022-01-16,2500.0
15,2022-01-23,1750.0
15,2022-01-30,1000.0
15,2022-01-31,1500.0
15,2022-02-06,2000.0
15,2022-02-13,1750.0
15,2022-02-20,3000.0
15,2022-02-27,1000.0
15,2022-02-28,1750.0
15,2022-03-06,2500.0
15,2022-03-13,1533.3333333333333
15,2022-03-20,2000.0
15,2022-03-27,2000.0
15,2022-03-31,2000.0
15,2022-04-03,3250.0
15,2022-04-10,4500.0
15,2022-04-17,4250.0
15,2022-04-24,4000.0
15,2022-04-30,3500.0
15,2022-05-01,3000.0
15,2022-05-08,4250.0
15,2022-05-15,2500.0
15,2022-05-22,3750.0
15,2022-05-29,3000.0
15,2022-05-31,3750.0
15,2022-06-05,3500.0
15,2022-06-12,2250.0
15,2022-06-19,2000.0
15,2022-06-26,3000.0
15,2022-06-30,3750.0
15,2022-07-03,2500.0
15,2022-07-10,2250.0
15,2022-07-17,2500.0
15,2022-07-24,5500.0
15,2022-07-31,2250.0
15,2022-08-07,1500.0
15,2022-08-14,2000.0
15,2022-08-21,2500.0
15,2022-08-28,2750.0
15,2022-08-31,2000.0
15,2022-09-04,1500.0
15,2022-09-11,1500.0
15,2022-09-18,1250.0
15,2022-09-25,2000.0
15,2022-09-30,1250.0
15,2022-10-02,1500.0
15,2022-10-09,2000.0
15,2022-10-16,2750.0
15,2022-10-23,1500.0
15,2022-10-30,500.0
15,2022-10-31,1750.0
15,2022-11-06,1700.0
15,2022-11-13,1250.0
15,2022-11-20,2200.0
15,2022-11-27,2366.6666666666665
15,2022-11-30,1675.0
15,2022-12-04,3000.0
15,2022-12-11,1533.3333333333333
15,2022-12-18,2250.0
15,2022-12-25,4750.0
15,2022-12-31,3500.0
16,2022-03-06,10.0
16,2022-03-13,10.0
16,2022-03-20,5.0
16,2022-03-27,15.0
16,2022-03-31,10.0
16,2022-04-03,5.0
16,2022-04-10,20.0
16,2022-04-17,10.0
16,2022-04-24,10.0
16,2022-04-30,30.0
16,2022-10-02,140.0
16,2022-10-09,95.0
16,2022-10-16,110.0
16,2022-10-23,130.0
16,2022-10-30,135.0
16,2022-10-31,105.0
16,2022-11-06,25.0
16,2022-11-13,20.0
16,2022-11-20,20.0
16,2022-11-27,15.0
16,2022-11-30,15.0
16,2022-12-25,5.0
17,2022-01-02,508.3333333333333
17,2022-01-09,410.0
17,2022-01-16,301.6666666666667
17,2022-01-23,441.6666666666667
17,2022-01-30,460.0
17,2022-01-31,590.0
17,2022-02-06,591.6666666666666
17,2022-02-13,535.0
17,2022-02-20,561.6666666666666
17,2022-02-27,640.0
17,2022-02-28,665.0
17,2022-03-06,423.3333333333333
17,2022-03-13,580.0
17,2022-03-20,471.6666666666667
17,2022-03-27,421.6666666666667
17,2022-03-31,425.0
17,2022-04-03,675.0
17,2022-04-10,646.6666666666666
17,2022-04-17,601.6666666666666
17,2022-04-24,455.0
17,2022-04-30,556.6666666666666
17,2022-05-01,785.0
17,2022-05-08,750.0
17,2022-05-15,723.3333333333334
17,2022-05-22,386.6666666666667
17,2022-05-29,646.6666666666666
17,2022-05-31,508.3333333333333
17,2022-06-05,546.6666666666666
17,2022-06-12,488.3333333333333
17,2022-06-19,545.0
17,2022-06-26,186.66666666666666
17,2022-06-30,536.6666666666666
17,2022-07-03,563.3333333333334
17,2022-07-10,338.3333333333333
17,2022-07-17,331.6666666666667
17,2022-07-24,660.0
17,2022-07-31,280.0
17,2022-08-07,676.6666666666666
17,2022-08-14,530.0
17,2022-08-21,625.0
17,2022-08-28,490.0
17,2022-08-31,503.3333333333333
17,2022-09-04,510.0
17,2022-09-11,468.3333333333333
17,2022-09-18,345.0
17,2022-09-25,348.3333333333333
17,2022-09-30,602.5
17,2022-10-02,395.0
17,2022-10-09,360.0
17,2022-10-16,410.0
17,2022-10-23,462.5
17,2022-10-30,353.3333333333333
17,2022-10-31,305.0
17,2022-11-06,365.0
17,2022-11-13,312.5
17,2022-11-20,452.5
17,2022-11-27,336.6666666666667
17,2022-11-30,372.5
17,2022-12-04,462.5
17,2022-12-11,517.5
17,2022-12-18,435.0
17,2022-12-25,416.6666666666667
17,2022-12-31,365.0
18,2022-01-02,800.0
18,2022-01-09,700.0
18,2022-01-16,662.5
18,2022-01-23,800.0
18,2022-01-30,562.5
18,2022-01-31,700.0
18,2022-02-06,750.0
18,2022-02-13,1016.6666666666666
18,2022-02-20,933.3333333333334
18,2022-02-27,662.5
18,2022-02-28,775.0
18,2022-03-06,925.0
18,2022-03-13,637.5
18,2022-03-20,925.0
18,2022-03-27,825.0
18,2022-03-31,712.5
18,2022-04-03,966.6666666666666
18,2022-04-10,1625.0
18,2022-04-17,1037.5
18,2022-04-24,862.5
18,2022-04-30,1033.3333333333333
18,2022-05-01,1350.0
18,2022-05-08,787.5
18,2022-05-15,1000.0
18,2022-05-22,775.0
18,2022-05-29,1100.0
18,2022-05-31,1183.3333333333333
18,2022-06-05,933.3333333333334
18,2022-06-12,1183.3333333333333
18,2022-06-19,850.0
18,2022-06-26,700.0
18,2022-06-30,900.0
18,2022-07-03,1050.0
18,2022-07-10,1087.5
18,2022-07-17,887.5
18,2022-07-24,900.0
18,2022-07-31,862.5
18,2022-08-07,987.5
18,2022-08-14,1050.0
18,2022-08-21,1000.0
18,2022-08-28,983.3333333333334
18,2022-08-31,875.0
18,2022-09-04,875.0
18,2022-09-11,1600.0
18,2022-09-18,1283.3333333333333
18,2022-09-25,1066.6666666666667
18,2022-09-30,1075.0
18,2022-10-02,1150.0
18,2022-10-09,1183.3333333333333
18,2022-10-16,1200.0
18,2022-10-23,1166.6666666666667
18,2022-10-30,762.5
18,2022-10-31,750.0
18,2022-11-06,712.5
18,2022-11-13,900.0
18,2022-11-20,1100.0
18,2022-11-27,983.3333333333334
18,2022-11-30,1000.0
18,2022-12-04,1400.0
18,2022-12-11,1362.5
18,2022-12-18,1212.5
18,2022-12-25,1716.6666666666667
18,2022-12-31,1112.5
19,2022-01-02,629.1666666666666
19,2022-01-09,622.7777777777778
19,2022-01-16,652.3684210526316
19,2022-01-23,553.9473684210526
19,2022-01-30,648.75
19,2022-01-31,565.4761904761905
19,2022-02-06,578.3333333333334
19,2022-02-13,781.1111111111111
19,2022-02-20,626.1111111111111
19,2022-02-27,756.1111111111111
19,2022-02-28,668.421052631579
19,2022-03-06,883.25
19,2022-03-13,747.7272727272727
19,2022-03-20,839.7368421052631
19,2022-03-27,713.3333333333334
19,2022-03-31,842.6315789473684
19,2022-04-03,1079.0
19,2022-04-10,1015.0
19,2022-04-17,1293.0555555555557
19,2022-04-24,1042.5
19,2022-04-30,1164.1666666666667
19,2022-05-01,868.6842105263158
19,2022-05-08,831.3157894736842
19,2022-05-15,791.0526315789474
19,2022-05-22,775.8333333333334
19,2022-05-29,881.0526315789474
19,2022-05-31,832.0588235294117
19,2022-06-05,722.6315789473684
19,2022-06-12,662.9411764705883
19,2022-06-19,753.8235294117648
19,2022-06-26,634.7368421052631
19,2022-06-30,670.8333333333334
19,2022-07-03,729.2105263157895
19,2022-07-10,756.1111111111111
19,2022-07-17,853.9473684210526
19,2022-07-24,811.0526315789474
19,2022-07-31,700.8333333333334
19,2022-08-07,747.25
19,2022-08-14,782.0
19,2022-08-21,789.4736842105264
19,2022-08-28,892.6470588235294
19,2022-08-31,779.25
19,2022-09-04,607.0
19,2022-09-11,737.1052631578947
19,2022-09-18,675.5
19,2022-09-25,723.8888888888889
19,2022-09-30,638.75
19,2022-10-02,744.7222222222222
19,2022-10-09,786.3888888888889
19,2022-10-16,802.3684210526316
19,2022-10-23,808.3333333333334
19,2022-10-30,625.952380952381
19,2022-10-31,642.6190476190476
19,2022-11-06,724.2857142857143
19,2022-11-13,742.3684210526316
19,2022-11-20,753.421052631579
19,2022-11-27,688.0
19,2022-11-30,798.75
19,2022-12-04,743.5714285714286
19,2022-12-11,874.2857142857143
19,2022-12-18,967.25
19,2022-12-25,1075.5555555555557
19,2022-12-31,868.75
20,2022-01-02,650.0
20,2022-01-09,245.0
20,2022-01-16,298.0
20,2022-01-23,292.0
20,2022-01-30,386.6666666666667
20,2022-01-31,300.0
20,2022-02-06,270.0
20,2022-02-13,358.0
20,2022-02-20,290.0
20,2022-02-27,375.0
20,2022-02-28,590.0
20,2022-03-06,296.0
20,2022-03-13,201.66666666666666
20,2022-03-20,410.0
20,2022-03-27,242.0
20,2022-03-31,332.5
20,2022-04-03,422.0
20,2022-04-10,502.0
20,2022-04-17,783.3333333333334
20,2022-04-24,492.5
20,2022-04-30,620.0
20,2022-05-01,510.0
20,2022-05-08,602.5
20,2022-05-15,510.0
20,2022-05-22,717.5
20,2022-05-29,574.0
20,2022-05-31,572.5
20,2022-06-05,427.5
20,2022-06-12,382.5
20,2022-06-19,525.0
20,2022-06-26,452.5
20,2022-06-30,560.0
20,2022-07-03,482.0
20,2022-07-10,345.0
20,2022-07-17,690.0
20,2022-07-24,524.0
20,2022-07-31,517.5
20,2022-08-07,262.0
20,2022-08-14,394.0
20,2022-08-21,540.0
20,2022-08-28,593.3333333333334
20,2022-08-31,555.0
20,2022-09-04,408.0
20,2022-09-11,375.0
20,2022-09-18,393.3333333333333
20,2022-09-25,384.0
20,2022-09-30,402.0
20,2022-10-02,665.0
20,2022-10-09,495.0
20,2022-10-16,470.0
20,2022-10-23,777.5
20,2022-10-30,375.0
20,2022-10-31,271.6666666666667
20,2022-11-06,548.0
20,2022-11-13,522.0
20,2022-11-20,476.6666666666667
20,2022-11-27,264.2857142857143
20,2022-11-30,436.0
20,2022-12-04,505.0
20,2022-12-11,356.6666666666667
20,2022-12-18,556.0
20,2022-12-25,602.5
20,2022-12-31,544.0
21,2022-01-02,188.33333333333334
21,2022-01-09,143.33333333333334
21,2022-01-16,135.0
21,2022-01-23,262.5
21,2022-01-30,168.33333333333334
21,2022-01-31,212.5
21,2022-02-06,168.33333333333334
21,2022-02-13,425.0
21,2022-02-20,250.0
21,2022-02-27,210.0
21,2022-02-28,186.66666666666666
21,2022-03-06,841.25
21,2022-03-13,970.0
21,2022-03-20,816.25
21,2022-03-27,822.5
21,2022-03-31,777.5
